#auto generated file!
12.0;93;110;103;118;87;80;113;100;94;102
18.0;93;112;107;115;90;81;112;98;94;98
24.0;100;113;107;115;89;83;109;96;93;95
30.0;101;116;110;112;91;87;106;95;89;93
36.0;103;118;112;114;89;84;103;94;86;97
42.0;104;120;113;118;88;88;99;93;81;96
48.0;104;123;112;117;89;88;96;92;83;96
54.0;107;124;114;117;90;90;93;89;82;94
60.0;111;123;118;118;93;92;90;88;77;90
66.0;117;125;118;117;94;94;90;80;78;87
72.0;118;124;123;117;98;94;89;79;75;83
78.0;121;124;123;117;99;92;88;80;75;81
84.0;120;122;124;116;103;94;85;81;72;83
90.0;124;123;122;118;106;95;84;80;69;79
96.0;120;126;121;119;112;94;78;80;69;81
102.0;126;126;122;119;114;93;75;75;71;79
108.0;126;126;123;118;115;95;78;75;67;77
114.0;129;128;118;121;118;95;77;73;68;73
120.0;130;130;120;114;117;100;76;72;67;74
126.0;132;128;119;113;119;102;75;72;66;74
132.0;132;130;120;113;120;103;74;68;67;73
138.0;132;129;124;113;118;102;73;70;67;72
144.0;132;135;127;112;118;105;67;66;67;71
150.0;131;133;127;114;119;105;67;69;65;70
156.0;134;134;125;111;117;108;72;67;65;67
162.0;135;135;128;110;117;107;69;65;67;67
168.0;136;133;130;110;116;109;67;68;64;67
174.0;138;135;128;108;115;107;68;65;66;70
180.0;138;134;129;111;116;110;71;61;62;68
186.0;138;136;129;112;117;109;68;61;63;67
192.0;137;139;131;108;118;108;68;61;65;65
198.0;139;138;127;103;118;109;69;60;71;66
204.0;141;137;127;105;119;109;66;62;67;67
210.0;139;140;128;103;120;109;66;66;63;66
216.0;140;140;132;101;122;111;62;65;60;67
222.0;143;139;132;102;121;115;64;62;57;65
228.0;142;141;131;107;123;112;63;62;57;62
234.0;143;145;129;108;122;114;64;57;55;63
240.0;143;145;130;109;123;112;61;60;58;59
246.0;146;147;131;112;122;110;59;58;57;58
252.0;144;146;126;115;123;113;60;59;57;57
258.0;143;148;123;119;123;114;57;61;54;58
264.0;145;148;121;122;122;116;59;61;50;56
270.0;148;151;123;121;121;114;58;59;51;54
276.0;151;152;123;122;121;113;53;60;53;52
282.0;155;152;123;120;119;116;54;57;51;53
288.0;156;150;122;120;116;117;53;58;52;56
294.0;159;151;120;120;117;115;52;60;53;53
300.0;156;150;122;118;118;120;54;58;52;52
306.0;156;151;123;120;118;119;53;55;52;53
312.0;155;152;124;124;116;117;53;55;54;50
318.0;156;150;126;125;116;120;58;50;51;48
324.0;156;150;125;126;115;125;59;52;49;43
330.0;158;153;124;124;118;124;55;54;48;42
336.0;159;154;124;123;121;124;57;51;48;39
342.0;159;153;124;126;120;125;56;53;47;37
348.0;158;156;121;127;120;125;56;51;49;37
354.0;154;156;120;128;119;126;56;50;52;39
360.0;152;156;118;128;121;124;57;51;53;40
366.0;153;155;120;127;119;128;53;44;58;43
372.0;154;156;123;126;120;125;54;44;58;40
378.0;154;153;126;123;125;122;56;45;59;37
384.0;153;152;125;126;123;122;58;45;56;40
390.0;156;153;125;124;120;118;59;48;56;41
396.0;158;154;127;124;123;120;56;45;52;41
402.0;161;153;125;126;126;113;54;46;50;46
408.0;160;153;126;125;127;111;55;43;52;48
414.0;158;152;123;124;133;112;55;44;53;46
420.0;160;153;121;123;131;113;56;44;53;46
426.0;156;154;123;126;129;113;53;44;56;46
432.0;152;156;122;127;129;116;52;43;56;47
438.0;151;156;123;124;130;118;49;44;57;48
444.0;157;155;118;123;130;118;49;41;57;52
450.0;158;158;118;120;130;120;45;43;56;52
456.0;158;156;115;120;133;118;48;44;55;53
462.0;160;161;117;120;135;113;46;46;55;47
468.0;162;166;112;125;135;109;45;48;53;45
474.0;162;169;114;127;131;109;44;46;56;42
480.0;161;168;116;129;128;109;47;46;55;41
486.0;159;169;117;131;128;108;46;45;55;42
492.0;160;168;115;132;123;108;48;45;56;45
