#auto generated file!
6.0;0.0;0.0;0.0
12.0;0.0;0.0;0.13333333333333333
18.0;0.0;0.0;2.091666666666667
24.0;0.375;0.0;5.160833333333334
30.0;1.7;0.0;9.369166666666667
36.0;3.85;0.0;15.101666666666667
42.0;8.925;0.0;20.001666666666665
48.0;10.3625;0.0;24.310833333333335
54.0;16.575;0.0;28.1025
60.0;17.9;0.0;30.66583333333333
66.0;27.7125;0.0;34.67166666666667
72.0;40.2625;0.0;35.94083333333333
78.0;45.7;0.0;35.530833333333334
84.0;58.025;0.0;33.76083333333333
90.0;65.15;0.0;31.648333333333333
96.0;64.05;0.0;30.145
102.0;64.125;0.0;30.6775
108.0;62.825;0.0;30.535
114.0;57.2875;0.0;31.7275
120.0;56.225;0.0;32.86083333333333
126.0;55.7;0.0;32.343333333333334
132.0;58.825;0.0;32.666666666666664
138.0;62.575;0.0;34.189166666666665
144.0;67.5875;0.0;35.66166666666667
150.0;78.8625;0.0;36.48583333333333
156.0;88.025;0.0;35.193333333333335
162.0;88.175;0.0;33.90083333333333
168.0;90.2;0.0;33.63333333333333
174.0;91.225;0.0;32.82333333333333
180.0;90.85;0.0;32.11333333333334
186.0;86.625;0.0;30.854166666666668
192.0;81.775;0.0;31.135
198.0;75.2875;0.0;30.641666666666666
204.0;71.275;0.0;31.135
210.0;69.075;0.0;30.9375
216.0;70.025;0.0;32.83
222.0;74.95;0.0;35.955
228.0;83.35;0.0;37.695
234.0;91.9375;0.0;38.69166666666667
240.0;96.725;0.0;38.170833333333334
246.0;96.35;0.0;37.20666666666666
252.0;104.4;0.0;33.69166666666667
258.0;98.0875;0.0;32.465
264.0;93.2;0.0;30.819166666666668
270.0;85.65;0.0;29.525833333333335
276.0;81.9;0.0;29.371666666666666
282.0;73.5;0.0;29.275
288.0;67.45;0.0;30.503333333333334
294.0;60.8;0.0;33.98583333333333
300.0;57.275;0.0;36.305
306.0;51.975;0.0;38.075
312.0;50.8625;0.0;38.781666666666666
318.0;55.1;0.0;38.39833333333333
324.0;59.7125;0.0;35.995
330.0;64.075;0.0;33.833333333333336
336.0;58.825;0.0;31.153333333333332
342.0;52.3875;0.0;30.251666666666665
348.0;43.275;0.0;29.870833333333334
354.0;38.475;0.0;31.105833333333333
360.0;27.65;0.0;31.3025
366.0;23.05;0.0;32.01833333333333
372.0;17.5;0.0;32.725
378.0;18.45;0.0;34.91916666666667
384.0;20.9875;0.0;36.845
390.0;23.4625;0.0;37.12583333333333
396.0;24.3;0.0;36.89416666666666
