#auto generated file!
12.0;137;126;142;160;146;133;127;149;146;134
18.0;139;128;145;161;143;135;125;146;144;134
24.0;139;133;143;160;139;137;123;145;142;139
30.0;137;134;145;155;149;138;120;143;139;140
36.0;143;138;148;151;148;139;116;138;139;140
42.0;144;138;149;154;150;139;117;134;136;139
48.0;146;140;147;155;146;142;117;134;138;135
54.0;148;143;147;154;150;142;117;136;132;131
60.0;150;145;148;152;149;149;116;130;130;131
66.0;153;149;145;150;148;150;116;131;129;129
72.0;154;152;145;151;149;151;117;127;125;129
78.0;157;155;142;152;148;150;117;125;126;128
84.0;157;153;142;153;146;151;115;125;127;131
90.0;154;153;144;153;149;152;115;125;126;129
96.0;154;152;143;154;153;152;114;125;129;124
102.0;152;152;146;155;149;152;117;125;127;125
108.0;155;151;146;153;147;154;119;124;124;127
114.0;157;155;147;152;148;153;119;123;120;126
120.0;158;157;146;156;147;149;118;122;121;126
126.0;160;160;148;159;147;149;116;120;120;121
132.0;162;158;150;163;146;148;115;117;119;122
138.0;168;157;151;165;147;148;114;116;116;118
144.0;170;160;150;164;147;145;115;111;116;122
150.0;169;161;148;167;147;150;114;112;112;120
156.0;169;162;150;166;146;153;112;108;114;120
162.0;172;162;152;163;145;153;112;109;115;117
168.0;173;164;153;162;150;155;108;106;119;110
174.0;173;165;153;167;150;156;108;104;116;108
180.0;172;163;153;172;154;151;110;105;116;104
186.0;172;168;155;170;154;151;108;106;115;101
192.0;172;167;155;171;156;152;105;104;116;102
198.0;172;171;156;168;153;152;110;103;113;102
204.0;176;174;153;169;151;154;108;103;112;100
210.0;180;175;153;169;152;153;105;105;111;97
216.0;181;177;152;170;155;156;99;106;109;95
222.0;183;176;154;166;154;157;98;108;107;97
228.0;184;174;153;162;156;159;94;110;107;101
234.0;189;175;153;163;158;159;92;106;107;98
240.0;188;177;153;164;160;154;96;105;106;97
246.0;188;178;154;165;159;148;96;106;104;102
252.0;184;176;155;163;160;150;97;109;105;101
258.0;183;177;156;165;161;149;96;110;102;101
264.0;184;175;156;167;159;149;98;110;99;103
270.0;184;175;156;167;159;149;98;109;97;106
276.0;186;176;156;170;157;150;100;102;99;104
282.0;187;175;156;167;159;151;99;102;100;104
288.0;187;175;157;168;161;148;99;104;95;106
294.0;190;177;156;165;164;150;99;101;92;106
300.0;188;180;156;166;163;147;101;100;95;104
306.0;188;182;156;168;162;145;99;98;96;106
312.0;188;178;155;167;162;144;102;101;97;106
318.0;188;178;157;166;165;144;99;100;96;107
324.0;189;180;158;164;165;145;99;97;93;110
330.0;190;177;157;163;166;147;97;98;92;113
336.0;191;179;156;160;170;148;94;98;90;114
342.0;190;181;157;162;169;145;96;95;91;114
348.0;190;181;156;163;169;145;95;95;89;117
354.0;190;182;157;164;170;143;95;93;87;119
360.0;191;183;158;162;172;140;93;94;90;117
366.0;193;186;157;161;175;140;92;98;88;110
372.0;192;189;159;164;174;141;91;97;83;110
378.0;195;189;159;164;172;144;92;99;80;106
384.0;192;189;152;164;172;145;92;100;85;109
390.0;188;190;156;162;174;146;92;100;86;106
396.0;189;190;156;159;175;144;94;101;88;104
402.0;191;191;153;158;175;145;95;102;87;103
408.0;191;191;153;153;178;147;96;105;87;99
414.0;191;193;155;154;181;145;94;107;84;96
420.0;193;193;158;154;180;144;93;105;85;95
426.0;192;191;159;157;179;146;94;104;84;94
432.0;190;195;160;154;178;149;89;104;87;94
438.0;189;197;161;156;177;150;91;103;85;91
444.0;190;197;159;152;178;154;93;105;82;90
450.0;189;200;158;151;177;155;91;107;82;90
456.0;188;204;156;153;176;151;92;107;83;90
462.0;187;205;155;155;174;150;90;112;84;88
468.0;187;206;156;156;176;148;89;112;82;88
474.0;189;204;157;157;173;148;89;109;83;91
480.0;192;204;152;159;176;150;90;105;81;91
486.0;197;201;157;159;174;150;88;100;81;93
492.0;198;203;158;159;174;147;90;98;78;95
498.0;196;201;161;158;170;146;92;99;81;96
504.0;198;201;163;160;171;141;91;99;82;94
510.0;194;204;166;160;172;139;93;98;80;94
516.0;196;203;167;156;171;140;94;100;81;92
522.0;195;205;169;154;167;140;94;101;80;95
528.0;196;206;169;159;163;141;93;100;76;97
534.0;192;205;169;158;160;143;94;101;78;100
540.0;195;205;166;160;160;141;90;100;77;106
546.0;195;203;165;164;163;139;90;99;79;103
552.0;196;200;164;162;168;143;90;99;78;100
558.0;197;197;164;156;174;142;88;101;81;100
564.0;196;197;165;156;171;143;88;102;81;101
570.0;196;197;171;156;168;142;84;101;76;109
576.0;201;193;170;160;170;145;82;98;75;106
582.0;203;197;169;157;173;146;79;97;73;106
588.0;202;197;171;159;173;150;76;95;72;105
594.0;202;197;171;158;178;149;74;96;70;105
600.0;203;199;173;158;174;153;73;93;69;105
606.0;204;201;175;158;171;154;77;91;64;105
612.0;205;201;172;159;172;153;79;89;66;104
618.0;207;201;169;160;168;157;81;89;64;104
624.0;205;201;167;154;169;161;82;90;71;100
630.0;206;203;168;155;170;160;80;90;70;98
636.0;207;207;163;157;167;158;80;94;71;96
642.0;210;204;161;153;169;159;83;91;74;96
648.0;213;205;160;155;168;155;85;92;74;93
654.0;214;202;160;157;167;154;84;95;74;93
660.0;211;203;160;158;167;157;83;95;75;91
666.0;212;204;158;160;169;156;84;91;79;87
672.0;213;201;160;157;174;160;82;90;78;85
678.0;211;201;161;160;173;164;82;87;79;82
684.0;209;202;154;164;174;171;79;91;73;83
690.0;211;205;154;165;172;172;79;89;69;84
696.0;211;203;156;164;171;176;80;88;67;84
702.0;206;201;158;163;173;176;79;87;68;89
708.0;205;205;163;161;174;176;77;83;68;88
714.0;203;205;161;166;171;172;78;85;69;90
720.0;206;205;158;162;171;172;81;80;72;93
726.0;206;207;160;161;168;171;80;81;72;94
732.0;206;206;159;164;167;173;78;83;71;93
738.0;207;205;159;166;167;173;80;80;67;96
744.0;208;204;158;165;165;175;81;79;67;98
750.0;207;205;159;165;171;170;80;80;68;95
756.0;207;207;156;166;172;168;80;80;69;95
762.0;207;205;152;165;171;168;83;84;70;95
768.0;206;206;149;163;170;168;83;86;70;99
774.0;203;208;149;160;169;169;87;86;73;96
780.0;201;207;150;163;168;168;87;87;73;96
786.0;201;210;152;162;166;170;85;87;72;95
792.0;202;206;152;162;169;167;86;89;73;94
798.0;204;210;152;158;168;169;85;89;74;91
804.0;200;211;152;158;170;171;85;86;76;91
810.0;202;213;149;157;173;171;87;86;72;90
816.0;204;215;148;158;171;169;89;84;72;90
822.0;204;216;146;156;171;168;89;87;73;90
828.0;204;216;146;157;170;168;86;90;73;90
834.0;204;216;147;148;171;172;86;92;71;93
840.0;206;218;150;148;174;167;85;89;70;93
846.0;204;220;152;151;174;165;83;88;72;91
852.0;204;219;154;153;165;164;85;88;75;93
858.0;205;217;156;154;165;166;80;90;74;93
864.0;205;220;155;152;167;166;78;90;74;93
870.0;209;217;157;151;164;163;80;93;73;93
876.0;208;217;154;149;164;164;83;91;76;94
882.0;208;218;153;144;167;165;83;92;77;93
888.0;205;221;154;143;167;164;79;89;83;95
894.0;207;220;154;143;168;163;78;88;82;97
900.0;211;219;154;144;172;160;80;86;78;96
906.0;211;216;156;143;170;159;83;87;81;94
912.0;205;221;157;144;169;162;89;83;80;90
918.0;205;223;157;142;171;161;88;83;81;89
924.0;206;221;156;142;171;158;89;83;84;90
930.0;206;221;156;143;172;157;89;85;83;88
936.0;204;221;155;148;171;157;87;88;83;86
942.0;206;220;155;147;170;160;84;89;82;87
948.0;202;221;156;150;168;160;82;89;83;89
954.0;203;221;156;150;169;156;81;88;88;88
960.0;202;221;158;148;167;159;81;88;88;88
966.0;202;221;155;150;167;158;85;85;89;88
972.0;206;220;154;151;168;155;84;87;84;91
978.0;207;220;152;149;170;157;83;86;84;92
984.0;204;221;151;147;171;158;84;85;87;92
990.0;202;220;151;145;169;161;84;87;89;92
996.0;203;222;150;145;165;164;87;85;87;92
1002.0;200;220;153;147;162;166;86;87;84;95
1008.0;201;219;150;148;162;168;87;83;83;99
1014.0;202;218;150;150;160;168;87;80;85;100
1020.0;208;218;149;152;161;170;82;77;83;100
1026.0;207;219;154;154;161;169;79;77;84;96
1032.0;207;221;154;157;156;168;82;77;82;96
1038.0;208;221;155;156;154;170;81;77;83;95
1044.0;213;223;156;159;155;163;83;73;80;95
1050.0;212;224;156;158;159;161;82;73;77;98
1056.0;213;219;155;160;156;162;83;78;81;93
1062.0;217;221;153;159;156;164;80;78;79;93
1068.0;216;221;153;161;158;163;83;77;77;91
1074.0;209;221;151;161;158;163;85;79;83;90
1080.0;209;220;154;165;155;162;84;79;82;90
1086.0;205;221;156;165;158;159;83;81;82;90
1092.0;210;222;154;163;156;161;81;80;84;89
1098.0;211;226;153;160;154;164;81;76;82;93
1104.0;210;231;149;157;157;162;85;74;80;95
1110.0;213;230;147;155;156;161;82;77;80;99
1116.0;215;231;146;158;156;162;75;78;80;99
1122.0;214;229;145;159;158;164;75;77;79;100
1128.0;217;225;149;156;159;167;76;73;79;99
1134.0;217;224;151;159;159;168;73;71;77;101
1140.0;217;226;150;158;159;167;73;71;77;102
1146.0;219;224;149;157;159;165;76;73;79;99
1152.0;219;225;150;157;157;165;74;72;84;97
1158.0;217;223;148;159;155;166;75;74;88;95
1164.0;217;222;149;162;155;164;78;73;87;93
1170.0;217;223;151;162;157;164;78;72;85;91
1176.0;216;226;153;160;157;165;76;71;86;90
1182.0;214;226;150;163;157;165;80;69;89;87
1188.0;213;223;151;163;157;168;80;69;88;88
1194.0;213;224;150;163;158;164;84;67;89;88
1200.0;213;223;153;163;158;163;86;68;85;88
1206.0;216;222;151;165;159;163;84;66;85;89
1212.0;220;226;149;168;154;163;83;66;83;88
1218.0;223;227;148;167;153;164;83;64;83;88
1224.0;221;226;147;169;157;164;81;71;78;86
1230.0;219;227;152;166;157;161;83;68;79;88
1236.0;218;227;155;163;156;159;84;68;83;87
1242.0;219;227;153;162;159;161;82;67;81;89
1248.0;221;228;152;163;159;162;82;67;79;87
1254.0;221;228;153;161;159;163;79;68;80;88
1260.0;222;228;156;160;160;159;74;68;80;93
1266.0;222;228;156;158;160;158;74;68;81;95
1272.0;218;227;158;159;159;157;77;71;82;92
1278.0;218;229;156;161;158;159;78;67;79;95
1284.0;217;231;156;160;159;162;81;65;77;92
1290.0;220;234;154;157;161;167;80;64;73;90
1296.0;219;233;150;155;162;169;83;63;74;92
1302.0;219;233;154;158;157;168;82;65;75;89
1308.0;216;232;154;158;160;166;79;67;77;91
1314.0;220;230;152;158;162;168;77;68;77;88
1320.0;221;228;151;158;164;168;73;66;79;92
1326.0;221;229;151;159;164;166;74;66;78;92
1332.0;221;230;150;160;164;165;74;66;78;92
1338.0;225;229;149;161;162;166;77;61;76;94
1344.0;227;231;149;160;161;164;77;64;74;93
1350.0;227;234;150;159;162;163;77;65;73;90
1356.0;225;237;150;158;161;164;74;66;73;92
1362.0;227;231;150;160;162;166;76;67;77;84
1368.0;227;229;154;157;163;165;74;67;78;86
1374.0;227;232;153;158;163;164;79;65;74;85
1380.0;224;234;155;160;159;162;81;66;78;81
1386.0;225;229;157;161;161;161;79;66;77;84
1392.0;225;231;156;164;159;163;80;64;75;83
1398.0;226;229;158;169;160;159;77;63;76;83
1404.0;228;224;157;167;162;159;78;63;76;86
1410.0;228;226;158;167;163;158;76;64;76;84
1416.0;228;228;157;164;164;160;77;65;76;81
1422.0;226;225;159;166;162;159;79;66;78;80
1428.0;224;229;159;165;164;160;78;62;81;78
1434.0;220;230;161;165;163;159;79;64;80;79
1440.0;221;230;164;166;162;156;78;62;82;79
1446.0;221;227;167;164;161;157;78;60;85;80
1452.0;222;227;174;164;163;159;73;60;82;76
1458.0;220;229;172;164;161;158;76;60;84;76
1464.0;219;231;173;164;160;156;70;60;86;81
1470.0;219;228;171;165;158;160;69;63;88;79
1476.0;223;229;166;162;158;160;74;63;84;81
1482.0;221;225;163;165;159;160;74;63;87;83
1488.0;222;227;164;167;161;160;71;63;85;80
1494.0;222;226;166;168;157;159;72;62;88;80
1500.0;223;222;166;168;156;161;70;66;87;81
1506.0;221;223;174;166;158;160;69;67;85;77
1512.0;221;225;175;166;159;157;69;67;87;74
1518.0;221;228;174;163;161;157;72;64;88;72
