#auto generated file!
12.0;75;73;87;78;78;89;74;71;82;93
18.0;76;75;88;76;78;89;74;68;84;92
24.0;78;74;88;74;79;90;75;69;82;91
30.0;78;76;87;72;78;90;76;69;80;94
36.0;79;78;89;72;78;91;76;68;78;91
42.0;80;78;91;71;78;91;76;66;79;90
48.0;81;78;91;72;80;92;77;64;76;89
54.0;84;78;93;72;76;95;77;63;74;88
60.0;84;77;94;75;77;93;76;62;73;89
66.0;85;80;93;76;77;93;76;63;72;85
72.0;88;82;92;75;78;93;76;60;71;85
78.0;88;80;95;76;77;95;77;60;68;84
84.0;89;80;94;77;75;94;81;61;67;82
90.0;89;80;92;78;74;94;81;61;69;82
96.0;90;83;91;76;75;96;83;60;68;78
102.0;91;79;95;75;75;96;84;62;67;76
108.0;94;80;94;75;77;94;80;62;67;77
114.0;96;81;93;75;75;97;78;62;68;75
120.0;96;85;92;74;80;98;77;61;62;75
126.0;97;82;93;73;80;98;75;62;66;74
132.0;93;84;96;74;82;100;72;62;64;73
138.0;93;87;97;75;83;99;72;62;62;70
144.0;92;88;96;76;85;99;71;63;62;68
150.0;91;89;94;76;87;99;69;65;59;71
156.0;91;89;95;76;89;96;67;65;60;72
162.0;93;89;94;76;88;95;69;64;60;72
168.0;92;89;95;77;86;94;69;66;59;73
174.0;92;88;94;79;87;96;68;67;59;70
180.0;92;86;96;80;89;92;68;67;60;70
186.0;89;86;94;81;89;94;68;71;57;71
192.0;88;86;92;82;89;94;66;72;60;71
198.0;89;85;94;82;91;93;64;72;60;70
204.0;91;86;95;81;87;94;65;72;59;70
210.0;91;86;96;84;86;94;66;73;55;69
216.0;92;86;96;83;87;93;67;71;55;70
222.0;92;87;93;85;86;96;67;70;54;70
228.0;94;85;93;83;84;95;65;71;58;72
234.0;95;85;93;82;86;96;64;68;58;73
240.0;98;86;91;80;85;97;63;67;60;73
246.0;101;87;92;82;84;94;63;67;59;71
252.0;101;92;91;82;84;91;63;63;59;74
258.0;102;93;91;82;84;90;62;64;57;75
264.0;100;96;91;86;84;91;60;63;55;74
270.0;99;97;92;89;79;90;62;63;56;73
276.0;97;98;91;89;78;88;62;65;58;74
282.0;96;98;92;89;77;91;62;65;55;75
288.0;97;100;89;88;78;97;62;65;53;71
294.0;96;102;91;88;76;96;62;63;52;74
300.0;101;100;90;87;78;97;57;65;54;71
306.0;100;104;90;86;77;95;56;65;57;70
312.0;101;107;89;88;74;97;53;65;58;68
318.0;104;108;90;88;75;100;50;63;56;66
324.0;103;108;94;87;74;99;54;60;56;65
330.0;103;108;92;90;74;98;54;62;56;63
336.0;107;108;87;88;76;100;54;62;55;63
342.0;108;107;87;87;77;101;55;59;55;64
348.0;109;107;87;87;79;103;54;57;54;63
354.0;108;107;87;86;80;102;55;60;54;61
360.0;108;105;86;86;81;103;57;59;55;60
366.0;108;106;85;88;81;103;58;58;54;59
372.0;107;106;85;90;82;104;56;59;54;57
378.0;110;112;82;89;83;99;55;62;54;54
384.0;110;111;82;90;82;101;55;62;55;52
390.0;110;111;82;90;84;102;54;58;58;51
396.0;111;110;82;90;83;102;53;60;57;52
402.0;108;112;83;88;85;102;53;60;58;51
408.0;109;111;83;89;85;101;54;59;58;51
414.0;105;113;84;90;88;101;51;58;60;50
420.0;105;112;83;91;92;100;49;54;62;52
426.0;105;111;83;93;92;99;50;52;63;52
432.0;106;113;83;92;93;97;52;48;61;55
438.0;108;114;82;92;92;98;52;47;60;55
444.0;108;114;80;94;90;99;51;47;61;56
450.0;109;113;81;95;91;98;50;49;59;55
456.0;109;115;82;95;89;100;49;49;56;56
462.0;111;116;81;93;88;99;51;50;56;55
468.0;112;117;81;93;85;98;52;50;58;54
474.0;113;120;83;91;84;98;51;52;57;51
480.0;112;121;81;92;86;96;53;51;57;51
486.0;113;122;79;93;86;94;53;52;57;51
492.0;113;122;77;93;87;94;52;53;59;50
498.0;114;120;77;93;88;95;52;53;59;49
504.0;112;121;77;92;89;96;52;53;59;49
510.0;110;120;78;91;88;94;52;54;61;52
516.0;112;121;75;91;88;96;52;52;63;50
522.0;113;119;75;93;88;97;50;54;61;50
528.0;112;119;75;94;88;98;49;55;59;51
534.0;114;118;76;92;88;98;47;58;59;50
540.0;115;118;77;93;86;98;48;56;58;51
546.0;117;117;77;95;86;96;50;52;58;52
552.0;116;117;76;99;87;97;47;54;55;52
558.0;118;117;76;99;88;100;46;53;55;48
564.0;119;118;77;98;89;101;45;52;53;48
570.0;121;118;78;97;88;104;44;49;51;50
576.0;120;119;78;99;89;104;38;52;52;49
